imgid,x_gt,y_gt,z_gt,omega_gt,phi_gt,kappa_gt,x_gps,y_gps,z_gps,,Timpstemp,t_s,ex,ey,ez_signed,e_h
68821,465668.011134,5247849.801959,469.185991,89.342482,-40.286137,-0.030132,465669.060659,5247850.001703,467.063995, ,2307075843.0,2307.075843,1.0495250000385568,0.19974400009959936,-2.121996000000024,1.0683634172329757
68851,465668.730338,5247849.884081,469.079806,89.497375,-40.695961,0.448834,465669.512569,5247849.832361,467.114014, ,2308078918.0,2308.078918,0.7822310000192374,-0.05172000080347061,-1.9657920000000217,0.7839389618294317
68881,465669.311155,5247850.001666,469.024447,89.712097,-39.061071,0.449676,465669.949247,5247849.640864,467.609985, ,2309075543.0,2309.075543,0.6380919999792241,-0.3608020003885031,-1.4144620000000145,0.7330344356998731
68911,465669.859231,5247849.905617,469.049064,89.797453,-39.836192,0.474677,465670.368624,5247849.071622,468.226013, ,2310077497.0,2310.077497,0.509392999985721,-0.8339949995279312,-0.823050999999964,0.9772557943916458
68941,465670.506672,5247849.542014,469.096956,89.736936,-39.674081,0.206812,465670.991543,5247848.456738,468.098999, ,2311075398.0,2311.075398,0.48487099999329075,-1.0852760002017021,-0.9979569999999853,1.1886647480464365
68971,465671.266947,5247848.941646,469.163422,89.55958,-39.231967,-0.214724,465671.621545,5247847.763996,468.356995, ,2312081403.0,2312.081403,0.35459800000535324,-1.1776499999687076,-0.806427000000042,1.2298777435314836
69001,465671.892989,5247848.181068,469.143044,89.911148,-35.228202,-0.369821,465671.933445,5247846.884176,468.205994, ,2313079264.0,2313.079264,0.040455999958794564,-1.296892000362277,-0.9370499999999993,1.2975228508725132
69031,465672.304556,5247847.442669,469.13228,89.66209,-36.836136,-0.421685,465672.298617,5247846.081873,467.931, ,2314075302.0,2314.075302,-0.005938999995123595,-1.3607959998771548,-1.201279999999997,1.3608089597745188
69061,465672.660164,5247846.617918,469.133394,89.545738,-37.423157,-0.563949,465672.618767,5247845.324248,467.730988, ,2315076306.0,2315.076306,-0.041397000022698194,-1.293669999577105,-1.402405999999985,1.2943321750681724
69091,465672.994797,5247845.8211,469.117536,88.581307,-49.418651,-0.470201,465672.795968,5247844.64529,467.579987, ,2316078169.0,2316.078169,-0.19882900000084192,-1.1758099999278784,-1.5375489999999559,1.1925024642204025
69121,465673.253594,5247845.074572,469.034314,87.174101,-65.805391,-0.967081,465672.783937,5247843.878509,467.445007, ,2317079034.0,2317.079034,-0.4696570000378415,-1.1960629997774959,-1.5893070000000193,1.2849686366294264
69151,465673.409252,5247844.347638,469.027694,84.588172,-74.204495,-3.338502,465672.742883,5247843.311952,467.497009, ,2318078106.0,2318.078106,-0.6663689999841154,-1.03568600025028,-1.5306850000000054,1.2315409596331959
69181,465673.674172,5247843.794192,468.973223,84.690579,-72.467134,-3.530202,465673.072137,5247842.821006,467.432007, ,2319078092.0,2319.078092,-0.6020350000471808,-0.9731860002502799,-1.54121600000002,1.1443500916961324
69211,465674.035418,5247843.337273,468.92855,85.400646,-71.457152,-3.01688,465673.567062,5247842.262439,467.541992, ,2320079103.0,2320.079103,-0.468356000026688,-1.07483399938792,-1.3865579999999795,1.1724442285248495
69241,465674.500141,5247842.724768,468.948864,84.283416,-74.019995,-4.062872,465674.274435,5247841.891571,467.347015, ,2321079068.0,2321.079068,-0.22570599999744445,-0.8331969995051622,-1.6018490000000156,0.8632267595593013
69271,465675.207022,5247842.271235,468.940079,85.273264,-70.447054,-3.636381,465674.906133,5247841.487767,466.911011, ,2322081037.0,2322.081037,-0.3008890000055544,-0.7834680005908012,-2.029068000000052,0.8392593748502845
69301,465675.85395,5247841.735919,468.85753,86.445575,-67.210612,-2.817513,465675.462088,5247841.039969,466.834991, ,2323076919.0,2323.076919,-0.3918620000476949,-0.69594999961555,-2.0225389999999948,0.7986878170137965
69331,465676.420935,5247841.08036,468.789859,86.359374,-69.292505,-2.81269,465676.092938,5247840.491711,466.300995, ,2324084900.0,2324.0849,-0.3279970000148751,-0.5886490000411868,-2.488863999999978,0.6738617642129928
69361,465677.147735,5247840.576454,468.777269,86.587636,-67.677365,-2.708401,465676.792243,5247840.031964,466.013, ,2325085927.0,2325.085927,-0.355492000002414,-0.5444899993017316,-2.764269000000013,0.6502645011111371
69391,465677.870721,5247840.05022,468.738396,85.948277,-71.150798,-3.118852,465677.536769,5247839.560853,466.204987, ,2326084679.0,2326.084679,-0.33395200001541525,-0.48936699982732534,-2.533409000000006,0.5924559045484258
69421,465678.548754,5247839.485497,468.685147,82.006315,-80.148597,-6.498336,465678.167238,5247838.945912,466.484009, ,2327079409.0,2327.079409,-0.38151599996490404,-0.5395849999040365,-2.2011379999999576,0.6608376732229027
69451,465679.187942,5247838.871575,468.628201,79.286116,-83.012272,-9.215581,465678.858474,5247838.397296,466.582001, ,2328083504.0,2328.083504,-0.3294679999817163,-0.47427899949252605,-2.046199999999999,0.57748569884594
69481,465679.876338,5247838.237109,468.553966,80.837661,-81.676274,-7.882293,465679.39062,5247837.749596,466.924011, ,2329083459.0,2329.083459,-0.4857179999817163,-0.48751300014555454,-1.6299549999999954,0.6881794103409067
69511,465680.529297,5247837.74776,468.486628,79.422384,-83.248301,-9.359489,465680.088629,5247837.067581,466.640991, ,2330076154.0,2330.076154,-0.4406679999665357,-0.6801789999008179,-1.8456370000000106,0.8104515766537712
69541,465681.129353,5247837.027077,468.383218,83.610787,-79.39622,-5.684722,465680.362643,5247836.165773,466.723999, ,2331081210.0,2331.08121,-0.7667100000544451,-0.8613040000200272,-1.6592190000000073,1.153121331271773
69571,465681.616127,5247836.270878,468.326405,84.974199,-78.023158,-4.529498,465680.61976,5247834.952877,466.872986, ,2332082082.0,2332.082082,-0.9963670000433922,-1.3180010002106428,-1.4534189999999967,1.6522329845792707
69601,465682.103371,5247835.355312,468.272009,83.762096,-79.376246,-5.728334,465681.021243,5247833.905843,467.115997, ,2333077925.0,2333.077925,-1.0821279999800026,-1.4494690001010895,-1.1560120000000325,1.8088563764419696
69631,465682.458058,5247834.427432,468.25211,85.388275,-77.934491,-4.344889,465681.181073,5247832.838002,467.406006, ,2334082952.0,2334.082952,-1.2769850000040606,-1.5894299997016788,-0.8461040000000253,2.0388669437182627
69661,465682.638762,5247833.219056,468.25165,80.555601,-83.421201,-8.947824,465681.53676,5247831.702307,467.695007, ,2335081517.0,2335.081517,-1.1020020000287332,-1.5167490001767874,-0.5566430000000082,1.8748162410232667
69691,465683.027557,5247832.021182,468.26521,75.635561,-84.738364,-13.985244,465682.01419,5247830.732624,467.522003, ,2336080613.0,2336.080613,-1.013366999977734,-1.288557999767363,-0.7432070000000408,1.639296921063521
69721,465683.377804,5247830.890158,468.257244,73.345526,-85.412626,-16.311645,465682.348327,5247829.786002,467.417999, ,2337081261.0,2337.081261,-1.0294770000036806,-1.1041560005396605,-0.8392450000000053,1.5096302087148088
69751,465683.554799,5247829.80475,468.168878,76.358882,-85.179508,-13.399939,465682.334815,5247828.763625,467.863007, ,2338080195.0,2338.080195,-1.2199839999666438,-1.0411250004544854,-0.30587100000002465,1.6038398382463144
69781,465683.625882,5247828.751222,468.067316,77.157671,-85.36136,-12.608043,465682.57741,5247827.650846,468.69101, ,2339083053.0,2339.083053,-1.0484719999949448,-1.1003760006278753,0.6236940000000004,1.5199081806251316
69811,465683.666289,5247827.762179,467.976387,80.177517,-84.178466,-9.726048,465682.72858,5247826.39411,469.208008, ,2340082240.0,2340.08224,-0.9377090000198223,-1.3680690005421638,1.2316210000000183,1.6585870368969515
69841,465683.737452,5247826.747726,467.866787,83.317274,-82.406599,-6.826727,465682.925701,5247825.248239,469.44101, ,2341084973.0,2341.084973,-0.8117510000010952,-1.4994869995862246,1.5742230000000177,1.7051102450958635
69871,465683.951682,5247825.713403,467.80248,85.000339,-80.772641,-5.159006,465683.196667,5247823.824099,470.217987, ,2342085930.0,2342.08593,-0.7550150000024587,-1.889303999952972,2.415506999999991,2.0345803632363633
69901,465684.352225,5247824.625807,467.727281,85.228556,-80.701975,-4.970097,465683.658029,5247822.687795,470.691986, ,2343084577.0,2343.084577,-0.6941959999967366,-1.9380120001733303,2.964704999999981,2.0585914114333863
69931,465684.851927,5247823.614078,467.755888,84.153715,-82.831264,-5.918192,465683.999723,5247821.741139,471.10199, ,2344084303.0,2344.084303,-0.852203999995254,-1.8729389999061823,3.3461019999999735,2.057705555947566
69961,465685.152818,5247822.493638,467.769842,82.51363,-85.079305,-7.556501,465683.848784,5247820.452811,471.36499, ,2345080422.0,2345.080422,-1.3040340000297874,-2.040827000513673,3.5951479999999947,2.4218752072019156
69991,465685.056526,5247821.48919,467.696883,82.905673,-86.28975,-6.875278,465683.662766,5247819.620378,470.716003, ,2346075280.0,2346.07528,-1.393759999948088,-1.8688120003789663,3.0191199999999867,2.3313140565388717
70021,465684.838509,5247820.606926,467.58518,86.409819,-84.674096,-3.494043,465683.727702,5247819.108771,470.114014, ,2347079495.0,2347.079495,-1.110807000019122,-1.4981549996882677,2.5288340000000176,1.8650363520270685
70051,465684.708366,5247819.664929,467.332281,81.350803,-86.382245,-8.633299,465683.289553,5247817.755441,470.597992, ,2348084398.0,2348.084398,-1.4188129999674857,-1.9094879999756813,3.2657109999999534,2.378902005322595
70081,465684.73788,5247818.823827,467.031935,79.630855,-87.18162,-10.330891,465683.261522,5247816.83317,470.602997, ,2349077365.0,2349.077365,-1.4763579999562353,-1.9906569998711348,3.5710620000000404,2.4783761286719015
70111,465684.760169,5247817.919535,466.890237,83.090252,-86.251435,-7.098164,465683.202197,5247815.722144,471.266998, ,2350076306.0,2350.076306,-1.557972000038717,-2.1973909996449947,4.376760999999988,2.6936599559382897
70141,465684.518538,5247817.132344,466.74268,86.937213,-84.295379,-3.465022,465682.791357,5247815.168858,470.835999, ,2351080449.0,2351.080449,-1.7271809999947436,-1.9634859999641776,4.093319000000008,2.6150394793957066
70171,465684.241583,5247816.508699,466.52097,87.808555,-82.689593,-2.676417,465682.967965,5247814.389868,471.122009, ,2352088359.0,2352.088359,-1.2736179999774322,-2.118831000290811,4.601039000000014,2.4721544485852562
70201,465684.003293,5247815.823298,466.291603,89.378833,-79.734101,-1.437789,465682.6706,5247813.880368,471.01001, ,2353080322.0,2353.080322,-1.3326929999748245,-1.9429299999028444,4.718407000000013,2.356066131649187
70231,465683.814602,5247814.86543,466.303417,89.316095,-79.941574,-1.619835,465682.75852,5247813.424205,469.552002, ,2354085086.0,2354.085086,-1.0560820000246167,-1.4412250006571412,3.2485849999999914,1.7867396825769475
70261,465684.052039,5247813.751168,466.365371,87.600701,-80.547112,-3.38285,465683.494274,5247812.741955,468.056, ,2356084413.0,2356.084413,-0.557764999975916,-1.0092129996046424,1.6906290000000013,1.1530883200211222
70291,465684.643463,5247812.592745,466.414608,88.215266,-81.282049,-2.418401,465684.324,5247811.347897,468.084015, ,2357084397.0,2357.084397,-0.31946299999253824,-1.2448479998856783,1.6694070000000352,1.2851860375772863
70321,465685.273712,5247811.704295,466.384319,89.265445,-81.166167,-1.206275,465684.652811,5247810.779185,468.049988, ,2358081502.0,2358.081502,-0.6209009999874979,-0.9251100001856685,1.6656689999999799,1.1141573336961896
70351,465685.46693,5247810.853741,466.329572,90.395478,-80.437667,-0.189167,465684.009872,5247809.260343,469.800995, ,2359073146.0,2359.073146,-1.457057999970857,-1.593398000113666,3.4714230000000157,2.1591515004846937
70381,465685.293903,5247809.969311,466.388723,90.142685,-81.975637,-0.339462,465682.310503,5247806.502956,473.428009, ,2360086439.0,2360.086439,-2.9834000000264496,-3.466354999691248,7.039285999999947,4.573433343128806
70411,465684.933381,5247809.217164,466.516487,90.680032,-82.1435,0.204281,465682.136912,5247805.214762,472.820007, ,2361082373.0,2361.082373,-2.7964689999935217,-4.0024019991979,6.303519999999992,4.882567012454424
70441,465684.343121,5247808.44253,466.620135,91.028254,-81.568159,0.471004,465682.077521,5247804.092624,473.093994, ,2362081227.0,2362.081227,-2.2655999999842606,-4.34990599937737,6.4738590000000045,4.904551515006027
70471,465683.975384,5247807.74487,466.466462,90.05338,-80.986734,-0.474286,465682.319529,5247802.879811,472.832001, ,2363077947.0,2363.077947,-1.6558550000190735,-4.865058999508619,6.3655390000000125,5.139129775534762
70501,465684.001103,5247807.188151,466.363593,89.787699,-82.170629,-0.677472,465683.009024,5247802.031157,473.044006, ,2364085013.0,2364.085013,-0.9920789999887347,-5.156994000077248,6.680413000000044,5.2515528997670184
70531,465684.149275,5247806.304429,466.229084,89.705011,-81.294969,-0.984314,465682.135948,5247799.880186,475.630981, ,2365082124.0,2365.082124,-2.0133269999641925,-6.424243000335991,9.40189700000002,6.73233865281232
70561,465684.33743,5247805.476505,466.206278,90.783413,-79.812164,-0.009934,465682.342364,5247799.034337,475.414001, ,2366085103.0,2366.085103,-1.9950660000322387,-6.442168000154197,9.207722999999987,6.744020824900778
70591,465684.442542,5247804.649395,466.05903,90.002523,-80.840141,-0.675406,465683.018965,5247798.563594,474.854004, ,2367081920.0,2367.08192,-1.4235769999795593,-6.085800999775529,8.794973999999968,6.2500836221397575
70621,465684.663493,5247803.999016,465.917439,89.817733,-80.970219,-0.814813,465683.438027,5247797.93881,474.748993, ,2368083639.0,2368.083639,-1.2254659999744035,-6.06020599976182,8.831553999999983,6.182868563752785
70651,465684.836974,5247803.196982,465.876725,89.78767,-80.498136,-0.992994,465682.992061,5247796.541067,475.877014, ,2369077606.0,2369.077606,-1.8449129999498837,-6.655915000475943,10.000288999999952,6.906874001380419
70681,465684.902051,5247802.326935,465.838262,90.08388,-79.890029,-0.763929,465682.97537,5247794.974136,476.161987, ,2370081652.0,2370.081652,-1.9266809999826364,-7.352799000218511,10.323725000000024,7.601036298644312
70711,465684.888629,5247801.41503,465.852736,90.632779,-79.474122,-0.269949,465682.793327,5247793.530407,478.437012, ,2371079671.0,2371.079671,-2.0953020000015385,-7.884622999466956,12.584275999999988,8.158282314000523
70741,465684.78784,5247800.568967,465.890385,90.571805,-80.307303,-0.218695,465682.205766,5247792.444684,479.648987, ,2372081584.0,2372.081584,-2.5820739999762736,-8.124282999895513,13.758601999999996,8.524733450598013
70771,465684.478763,5247799.807915,465.862501,91.354643,-79.033958,0.502442,465682.360504,5247791.799192,479.118011, ,2373078466.0,2373.078466,-2.118259000009857,-8.008723000064492,13.255510000000015,8.284121274032916
70801,465684.178136,5247799.08991,465.834308,91.370009,-80.039541,0.640652,465682.291272,5247791.577321,479.231995, ,2374082280.0,2374.08228,-1.8868640000000596,-7.51258899923414,13.397686999999962,7.745918230004112
70831,465683.861729,5247798.471563,465.822145,91.351237,-81.893546,0.781177,465682.03444,5247791.545462,478.765991, ,2375075314.0,2375.075314,-1.8272889999789186,-6.92610100004822,12.943846000000008,7.1630901259381705
70861,465683.555252,5247798.047353,465.740424,91.40764,-79.198377,0.648281,465681.814446,5247791.357831,478.519989, ,2376077992.0,2376.077992,-1.740806000016164,-6.689522000029683,12.779564999999991,6.912315828908095
70891,465683.293496,5247797.545754,465.665796,91.45447,-78.996673,0.587514,465681.653859,5247791.003124,478.524994, ,2377081058.0,2377.081058,-1.6396369999856688,-6.542630000039935,12.859197999999992,6.744954915278869
70921,465683.07231,5247796.884412,465.540944,91.51542,-78.451301,0.528526,465681.432823,5247790.63768,478.28299, ,2378086304.0,2378.086304,-1.639487000007648,-6.246732000261545,12.74204599999996,6.458295309622012
70951,465682.874112,5247796.109206,465.510161,91.55341,-77.977625,0.457784,465681.136367,5247790.283759,478.108002, ,2379082293.0,2379.082293,-1.7377449999912642,-5.825447000563145,12.597841000000017,6.0791109910384735
70981,465682.651987,5247795.39952,465.690053,92.116302,-78.079544,1.136765,465680.917216,5247790.240582,477.243011, ,2380082256.0,2380.082256,-1.7347710000467487,-5.1589379999786615,11.552958000000046,5.442799988078473
71011,465682.274721,5247794.699337,465.810985,91.738096,-78.702172,0.869047,465680.662139,5247790.508803,476.260986, ,2381079378.0,2381.079378,-1.6125819999724627,-4.19053400028497,10.450000999999986,4.490099766617613
71041,465681.75957,5247794.25911,465.932987,91.945174,-78.65096,1.055887,465680.427817,5247790.454618,475.752014, ,2382086678.0,2382.086678,-1.331752999976743,-3.8044919995591044,9.819026999999949,4.030846738299075
71071,465681.235717,5247793.850476,466.118498,91.422169,-76.210706,0.299232,465680.424118,5247789.821141,475.696991, ,2383082557.0,2383.082557,-0.8115989999496378,-4.029335000552237,9.578493000000037,4.110259539663469
71101,465680.93236,5247793.251195,466.116987,91.272835,-75.105436,-0.12766,465680.367126,5247789.110198,475.691986, ,2384085626.0,2384.085626,-0.5652339999796823,-4.140996999107301,9.574998999999991,4.179395365522232
71131,465680.93746,5247792.405783,466.118732,91.413159,-75.954577,0.255023,465681.6531,5247789.580576,473.71701, ,2385082500.0,2385.0825,0.7156400000094436,-2.8252070005983114,7.598277999999993,2.9144356582095314
71161,465681.13971,5247791.489969,466.21706,91.284852,-75.885168,0.057117,465681.915209,5247789.223401,473.600983, ,2386085548.0,2386.085548,0.7754989999812096,-2.2665680004283786,7.383922999999982,2.3955644845292214
71191,465681.322981,5247790.537548,466.331063,91.771309,-75.677712,0.798525,465682.068325,5247788.300069,473.634003, ,2387082248.0,2387.082248,0.7453439999953844,-2.237479000352323,7.302940000000035,2.3583574697968817
71221,465681.41661,5247789.77852,466.333813,91.020763,-76.181311,0.088849,465682.261009,5247787.687691,473.415985, ,2388078879.0,2388.078879,0.844398999994155,-2.090828999876976,7.082171999999957,2.2549003476689795
71251,465681.508418,5247789.071365,466.202983,91.252211,-75.172514,0.335177,465682.255818,5247786.798634,473.242004, ,2389077651.0,2389.077651,0.747399999992922,-2.2727309996262193,7.039020999999991,2.392470053449241
71281,465681.529594,5247788.340659,466.128184,92.066495,-76.721154,1.354594,465682.182881,5247785.943293,473.101013, ,2390083514.0,2390.083514,0.6532869999646209,-2.397366000339389,6.972829000000047,2.484783218694551
71311,465681.429152,5247787.501567,466.071804,92.947594,-77.383197,2.048671,465681.80069,5247785.123102,473.096985, ,2391082336.0,2391.082336,0.37153800000669435,-2.3784649996086955,7.025181000000032,2.4073089207271607
71341,465681.294187,5247786.507887,466.084465,117.540744,-74.939947,25.931054,465681.812144,5247784.500657,472.972992, ,2392085817.0,2392.085817,0.517957000003662,-2.0072300005704165,6.888526999999954,2.072981362444609
71371,465681.106424,5247785.503735,466.027866,119.048753,-74.002576,27.947571,465681.740189,5247783.812038,472.432007, ,2393080781.0,2393.080781,0.6337649999768473,-1.6916970005258918,6.404140999999981,1.8065151028385986
71401,465680.921566,5247784.595989,465.893143,120.49325,-74.806139,29.865487,465682.078872,5247783.64337,471.417999, ,2394080822.0,2394.080822,1.1573060000082478,-0.9526190003380179,5.524856,1.4989463424219345
71431,465680.847961,5247783.790743,465.721714,-175.038382,-82.525797,96.571198,465681.911138,5247783.355378,470.553986, ,2395081512.0,2395.081512,1.0631770000327379,-0.43536499980837107,4.832271999999989,1.1488637936921657
71461,465680.942998,5247783.160037,465.507085,-169.799544,-82.474938,101.973705,465681.939445,5247783.032911,469.70401, ,2396086387.0,2396.086387,0.9964470000122674,-0.12712599989026785,4.196924999999965,1.0045235904056948
71491,465681.333345,5247782.599665,465.375696,-171.487481,-82.595432,100.427415,465682.547075,5247782.384772,469.29599, ,2397084216.0,2397.084216,1.2137300000176765,-0.21489300020039082,3.9202940000000126,1.2326067963783236
71521,465681.832269,5247781.925894,465.406419,-166.202886,-82.537221,105.765163,465682.767225,5247781.305436,469.178009, ,2398085219.0,2398.085219,0.93495600001188,-0.6204579994082451,3.7715899999999465,1.1221010876867985
71551,465682.285262,5247780.997181,465.553309,-167.765168,-82.500046,104.088362,465682.920285,5247780.370995,469.321014, ,2399088090.0,2399.08809,0.6350230000098236,-0.6261860001832247,3.767704999999978,0.8918313278680795
71581,465682.543249,5247779.901957,465.637516,-175.876757,-82.633815,95.874952,465683.003465,5247779.103558,469.97699, ,2400091108.0,2400.091108,0.4602160000358708,-0.7983989994972944,4.339473999999996,0.9215420386977999
71611,465682.739944,5247778.865733,465.577363,-170.075698,-82.508204,101.944519,465683.147541,5247777.924663,470.787018, ,2401077810.0,2401.07781,0.40759700001217425,-0.941070000641048,5.209654999999998,1.0255476880796262
71641,465682.944698,5247777.910021,465.469781,-174.420381,-82.665935,97.487058,465683.45026,5247776.767062,471.031006, ,2402088913.0,2402.088913,0.5055620000348426,-1.1429589996114373,5.561224999999979,1.249779264779188
71671,465683.177441,5247776.889199,465.547323,176.960976,-82.762838,88.716369,465683.950145,5247775.763902,470.770996, ,2403083585.0,2403.083585,0.7727040000027046,-1.1252969997003675,5.223673000000019,1.3650512111839717
71701,465683.423946,5247775.764823,465.62256,-177.927951,-82.903022,93.894599,465684.482374,5247775.127303,470.299011, ,2404088198.0,2404.088198,1.0584280000184663,-0.6375200003385544,4.676450999999986,1.2355976618846285
71731,465683.829961,5247774.750487,465.546714,178.791347,-83.081144,90.655612,465685.096509,5247774.301321,469.962006, ,2405085222.0,2405.085222,1.2665479999850504,-0.4491659998893738,4.415291999999965,1.3438355300120444
71761,465684.395193,5247773.966831,465.4488,171.711939,-83.315661,83.40954,465685.52787,5247773.198536,470.302002, ,2406084892.0,2406.084892,1.132677000015974,-0.7682949993759394,4.85320200000001,1.368661533188999
71791,465684.934965,5247773.065954,465.416562,168.699973,-83.131284,80.374775,465685.784597,5247771.91895,470.131989, ,2407081810.0,2407.08181,0.8496319999685511,-1.1470039999112487,4.715426999999977,1.4274076891984866
71821,465685.338592,5247772.104951,465.38276,172.296799,-83.209785,84.104219,465685.726048,5247770.941289,470.214996, ,2408083394.0,2408.083394,0.38745599996764213,-1.1636619996279478,4.832235999999966,1.2264711171850071
71851,465685.541662,5247771.171527,465.365046,176.221745,-83.115811,88.197027,465685.333955,5247769.721072,470.040985, ,2409086877.0,2409.086877,-0.20770700002321973,-1.450454999692738,4.675938999999971,1.4652514814844264
71881,465685.590277,5247770.402445,465.326846,167.006198,-82.925875,78.915188,465685.382131,5247768.9206,469.778015, ,2410075852.0,2410.075852,-0.208145999989938,-1.4818449998274446,4.451168999999993,1.496392114662935
71911,465685.604557,5247769.602924,465.289686,175.753758,-83.185384,87.758172,465685.40907,5247768.364755,469.681, ,2411077380.0,2411.07738,-0.1954869999899529,-1.2381689995527267,4.391313999999966,1.253506138245231
71941,465685.564356,5247768.801518,465.216042,176.400182,-83.230365,88.452168,465685.291958,5247767.698616,470.078003, ,2412086472.0,2412.086472,-0.272398000000976,-1.1029019998386502,4.861961000000008,1.1360429092479851
71971,465685.433475,5247768.009104,465.086113,178.745047,-83.284331,90.82757,465685.40336,5247767.386779,469.955994, ,2413083327.0,2413.083327,-0.0301150000304915,-0.6223250003531575,4.869880999999964,0.6230532234820666
72001,465685.308183,5247767.351577,464.926701,177.179971,-83.337857,89.289781,465685.660909,5247767.540858,469.019989, ,2414082071.0,2414.082071,0.3527260000118986,0.18928099982440472,4.09328800000003,0.4003035447993437
72031,465685.153631,5247766.773518,464.800219,178.770762,-83.390974,90.871519,465685.758641,5247767.473607,468.269012, ,2415083531.0,2415.083531,0.6050099999993108,0.7000890001654625,3.4687929999999483,0.9252900670880689
72061,465684.876912,5247766.148566,464.765216,177.260794,-83.392901,89.253751,465685.461739,5247767.041906,467.919006, ,2416084123.0,2416.084123,0.584826999984216,0.8933399999514222,3.153790000000015,1.0677448081932992
72091,465684.428736,5247765.372847,464.777917,169.476097,-83.304473,81.251341,465684.589419,5247766.313511,467.608002, ,2417079690.0,2417.07969,0.16068300005281344,0.9406639998778701,2.830084999999997,0.9542891528107222
72121,465683.888612,5247764.469431,464.74494,167.420083,-83.282251,79.116976,465683.443937,5247765.34218,468.389008, ,2418082433.0,2418.082433,-0.44467499997699633,0.8727489998564124,3.6440680000000043,0.9795032783788474
72151,465683.272281,5247763.519915,464.642298,161.731903,-83.055514,73.329236,465682.02335,5247763.794553,470.622009, ,2419082415.0,2419.082415,-1.2489310000091791,0.27463799994438887,5.979711000000009,1.2787707667120727
72181,465682.626195,5247762.695719,464.497267,154.712538,-82.777506,66.204173,465681.768817,5247762.862491,471.10199, ,2420082516.0,2420.082516,-0.8573780000442639,0.1667720004916191,6.604722999999979,0.8734471564484473
72211,465682.176387,5247761.892189,464.356184,149.459154,-82.490827,60.850208,465681.914777,5247762.005871,471.174011, ,2421081380.0,2421.08138,-0.2616099999868311,0.11368199996650219,6.8178270000000225,0.28524268476070264
72241,465682.032996,5247761.018413,464.304258,148.246472,-82.401151,59.710862,465681.963535,5247761.305415,471.416992, ,2422084581.0,2422.084581,-0.06946100003551692,0.28700200002640486,7.112733999999989,0.29528795868624674
72271,465682.178977,5247760.185744,464.316576,157.913788,-82.719451,70.072924,465682.226544,5247761.103831,471.345001, ,2423080294.0,2423.080294,0.04756699997233227,0.9180870000272989,7.028425000000027,0.9193184209540748
72301,465682.408335,5247759.733665,464.28126,137.385938,-80.783177,49.270865,465682.415375,5247761.124967,470.768005, ,2424083645.0,2424.083645,0.007039999996777624,1.3913020007312298,6.486745000000042,1.3913198118472538
72331,465682.574729,5247759.602042,464.13359,128.842627,-79.256709,40.474095,465682.523922,5247760.324148,470.86499, ,2425084288.0,2425.084288,-0.05080699996324256,0.7221060004085302,6.731399999999951,0.7238911707371967
72361,465682.753828,5247759.487172,463.885053,144.913054,-82.16753,56.751156,465682.896923,5247759.566233,470.742004, ,2426084508.0,2426.084508,0.14309500000672415,0.0790609996765852,6.856950999999981,0.1634833957831357
72391,465682.941909,5247759.021107,463.703526,134.569287,-80.874908,45.742616,465683.443847,5247758.862876,470.342987, ,2427279994.0,2427.279994,0.5019380000303499,-0.15823100041598082,6.639460999999983,0.526287759089179
72421,465683.210667,5247758.299163,463.648678,142.4144,-81.78627,53.854466,465684.102371,5247757.881023,469.846985, ,2428276854.0,2428.276854,0.8917040000087582,-0.41813999973237514,6.198307,0.9848741457708239
72451,465683.629232,5247757.457314,463.691932,143.995371,-81.917217,55.356881,465684.958965,5247757.209196,469.648987, ,2429278595.0,2429.278595,1.3297330000204965,-0.24811800010502338,5.9570549999999685,1.352683404688483
72481,465684.221864,5247756.368727,463.853642,156.546808,-82.892903,68.108884,465685.673379,5247756.749367,469.562988, ,2430277590.0,2430.27759,1.4515149999642745,0.3806399991735816,5.709346000000039,1.5005940837188956
72511,465684.856956,5247755.290167,464.020649,137.827654,-81.042188,48.945868,465685.739428,5247756.426681,468.932983, ,2431278127.0,2431.278127,0.8824720000266097,1.1365139996632934,4.912333999999987,1.4388957232063835
72541,465685.272194,5247754.464421,464.036427,129.054779,-79.848109,39.838127,465685.42398,5247755.406055,469.106995, ,2432277067.0,2432.277067,0.15178600000217557,0.9416339993476868,5.07056799999998,0.9537890639571098
72571,465685.417203,5247753.956344,463.942973,123.357685,-78.159784,33.970472,465685.25931,5247754.351208,468.709015, ,2433279876.0,2433.279876,-0.1578929999959655,0.3948640003800392,4.766042000000027,0.4252620112869871
72601,465685.420496,5247753.279796,463.893346,126.796247,-78.812276,37.510715,465685.045582,5247752.652072,469.313995, ,2434279650.0,2434.27965,-0.37491399998543784,-0.6277239993214607,5.420648999999969,0.7311620386133365
72631,465685.338357,5247752.368343,464.007429,107.875369,-67.13009,16.724538,465685.41579,5247751.416269,469.109009, ,2435282498.0,2435.282498,0.07743300002766773,-0.9520740006119013,5.101580000000013,0.9552176569423513
72661,465685.456912,5247751.344384,464.081013,102.115344,-52.024283,8.95402,465686.081405,5247750.35657,469.558014, ,2436280480.0,2436.28048,0.6244929999811575,-0.98781399987638,5.47700100000003,1.1686607742956203
72691,465685.965001,5247750.414543,464.084138,101.369139,-49.788885,8.159753,465686.572705,5247749.175643,469.731995, ,2437283346.0,2437.283346,0.6077040000236593,-1.2389000002294779,5.647856999999988,1.379919331777534
